ID,Age,Argent,Question_1,Question_2,Question_3,Question_4,Question_5,Question_6,Question_7,Question_8,Num_partie,Niveau,Resultat,Temps,Positions_personnage
1,20,180,2. Homme,3,4,1,7,7,6,6,1,4,Gagne,45,"[(720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 857.0), (720, 854.0), (720, 851.0), (720, 848.0), (720, 845.0), (720, 842.0), (720, 839.0), (720, 836.0), (720, 833.0), (720, 830.0), (720, 827.0), (720, 824.0), (720, 821.0), (720, 818.0), (720, 815.0), (720, 812.0), (720, 809.0), (720, 806.0), (720, 803.0), (720, 800.0), (720, 797.0), (720, 794.0), (720, 791.0), (720, 788.0), (720, 785.0), (720, 782.0), (720, 779.0), (720, 776.0), (720, 773.0), (720, 770.0), (720, 767.0), (720, 764.0), (720, 761.0), (720, 758.0), (720, 755.0), (720, 752.0), (720, 749.0), (720, 746.0), (720, 743.0), (720, 740.0), (720, 737.0), (720, 734.0), (720, 731.0), (720, 728.0), (720, 725.0), (720, 722.0), (720, 719.0), (720, 716.0), (720, 713.0), (720, 710.0), (720, 707.0), (720, 704.0), (720, 701.0), (720, 698.0), (720, 695.0), (720, 692.0), (720, 689.0), (720, 686.0), (720, 683.0), (720, 680.0), (720, 677.0), (720, 674.0), (720, 671.0), (720, 668.0), (720, 665.0), (720, 662.0), (720, 659.0), (720, 656.0), (720, 653.0), (720, 650.0), (720, 647.0), (720, 644.0), (720, 641.0), (720, 638.0), (720, 635.0), (720, 632.0), (720, 629.0), (720, 626.0), (720, 623.0), (720, 620.0), (720, 617.0), (720, 614.0), (720, 611.0), (720, 608.0), (720, 605.0), (720, 602.0), (720, 599.0), (720, 596.0), (720, 593.0), (720, 590.0), (720, 587.0), (720, 584.0), (720, 581.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (720, 578.0), (723, 578.0), (726, 578.0), (729, 578.0), (732, 578.0), (735, 578.0), (738, 578.0), (741, 578.0), (744, 578.0), (747, 578.0), (750, 578.0), (753, 578.0), (756, 578.0), (759, 578.0), (762, 578.0), (765, 578.0), (768, 578.0), (771, 578.0), (774, 578.0), (777, 578.0), (780, 578.0), (783, 578.0), (786, 578.0), (789, 578.0), (792, 578.0), (795, 578.0), (798, 578.0), (801, 578.0), (804, 578.0), (807, 578.0), (810, 578.0), (813, 578.0), (816, 578.0), (819, 578.0), (822, 578.0), (825, 578.0), (828, 578.0), (831, 578.0), (834, 578.0), (837, 578.0), (840, 578.0), (843, 578.0), (846, 578.0), (849, 578.0), (852, 578.0), (855, 578.0), (858, 578.0), (861, 578.0), (864, 578.0), (867, 578.0), (870, 578.0), (873, 578.0), (876, 578.0), (879, 578.0), (882, 578.0), (885, 578.0), (888, 578.0), (891, 578.0), (894, 578.0), (897, 578.0), (900, 578.0), (903, 578.0), (906, 578.0), (909, 578.0), (912, 578.0), (915, 578.0), (918, 578.0), (921, 578.0), (924, 578.0), (927, 578.0), (930, 578.0), (933, 578.0), (936, 578.0), (939, 578.0), (942, 578.0), (945, 578.0), (948, 578.0), (951, 578.0), (954, 578.0), (957, 578.0), (960, 578.0), (963, 578.0), (966, 578.0), (969, 578.0), (972, 578.0), (975, 578.0), (978, 578.0), (981, 578.0), (984, 578.0), (987, 578.0), (990, 578.0), (993, 578.0), (996, 578.0), (999, 578.0), (1002, 578.0), (1005, 578.0), (1008, 578.0), (1008, 578.0), (1008, 578.0), (1008, 578.0), (1008, 578.0), (1008, 578.0), (1008, 578.0), (1008, 578.0), (1011, 578.0), (1014, 578.0), (1017, 578.0), (1020, 578.0), (1023, 578.0), (1026, 578.0), (1029, 578.0), (1032, 578.0), (1035, 578.0), (1038, 578.0), (1041, 578.0), (1044, 578.0), (1047, 578.0), (1050, 578.0), (1053, 578.0), (1056, 578.0), (1059, 578.0), (1062, 578.0), (1065, 578.0), (1068, 578.0), (1071, 578.0), (1074, 578.0), (1077, 578.0), (1080, 578.0), (1083, 578.0), (1086, 578.0), (1089, 578.0), (1092, 578.0), (1095, 578.0), (1098, 578.0), (1101, 578.0), (1104, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 578.0), (1107, 575.0), (1107, 572.0), (1107, 569.0), (1107, 566.0), (1107, 563.0), (1107, 560.0), (1107, 557.0), (1107, 554.0), (1107, 551.0), (1107, 548.0), (1107, 545.0), (1107, 542.0), (1107, 539.0), (1107, 536.0), (1107, 533.0), (1107, 530.0), (1107, 527.0), (1107, 524.0), (1107, 521.0), (1107, 518.0), (1107, 515.0), (1107, 512.0), (1107, 509.0), (1107, 506.0), (1107, 503.0), (1107, 500.0), (1107, 497.0), (1107, 494.0), (1107, 491.0), (1107, 488.0), (1107, 485.0), (1107, 482.0), (1107, 479.0), (1107, 476.0), (1107, 473.0), (1107, 470.0), (1107, 467.0), (1107, 464.0), (1107, 461.0), (1107, 458.0), (1107, 455.0), (1107, 452.0), (1107, 449.0), (1107, 446.0), (1107, 443.0), (1107, 440.0), (1107, 437.0), (1107, 434.0), (1107, 431.0), (1107, 428.0), (1107, 425.0), (1107, 422.0), (1107, 419.0), (1107, 416.0), (1107, 413.0), (1107, 410.0), (1107, 407.0), (1107, 404.0), (1107, 401.0), (1107, 398.0), (1107, 395.0), (1107, 392.0), (1107, 389.0), (1107, 386.0), (1107, 383.0), (1107, 380.0), (1107, 377.0), (1107, 374.0), (1107, 371.0), (1107, 368.0), (1107, 365.0), (1107, 362.0), (1107, 359.0), (1107, 356.0), (1107, 353.0), (1107, 350.0), (1107, 347.0), (1107, 344.0), (1107, 341.0), (1107, 338.0), (1107, 335.0), (1107, 332.0), (1107, 329.0), (1107, 326.0), (1107, 323.0), (1107, 320.0), (1107, 317.0), (1107, 314.0), (1107, 311.0), (1107, 308.0), (1107, 305.0), (1107, 302.0), (1107, 299.0), (1107, 296.0), (1107, 293.0), (1107, 290.0), (1107, 287.0), (1107, 284.0), (1107, 281.0), (1107, 278.0), (1107, 275.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1107, 272.0), (1104, 272.0), (1101, 272.0), (1098, 272.0), (1095, 272.0), (1092, 272.0), (1089, 272.0), (1086, 272.0), (1083, 272.0), (1080, 272.0), (1077, 272.0), (1074, 272.0), (1071, 272.0), (1068, 272.0), (1065, 272.0), (1062, 272.0), (1059, 272.0), (1056, 272.0), (1053, 272.0), (1050, 272.0), (1047, 272.0), (1044, 272.0), (1041, 272.0), (1038, 272.0), (1035, 272.0), (1032, 272.0), (1029, 272.0), (1026, 272.0), (1023, 272.0), (1020, 272.0), (1017, 272.0), (1014, 272.0), (1011, 272.0), (1008, 272.0), (1005, 272.0), (1002, 272.0), (999, 272.0), (996, 272.0), (993, 272.0), (990, 272.0), (987, 272.0), (984, 272.0), (981, 272.0), (978, 272.0), (975, 272.0), (972, 272.0), (969, 272.0), (966, 272.0), (963, 272.0), (960, 272.0), (957, 272.0), (954, 272.0), (951, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 272.0), (948, 269.0), (948, 266.0), (948, 263.0), (948, 260.0), (948, 257.0), (948, 254.0), (948, 251.0), (948, 248.0), (948, 245.0), (948, 242.0), (948, 239.0), (948, 236.0), (948, 233.0), (948, 230.0), (948, 227.0), (948, 224.0), (948, 221.0), (948, 218.0), (948, 215.0), (948, 212.0), (948, 209.0), (948, 206.0), (948, 203.0), (948, 200.0), (948, 197.0), (948, 194.0), (948, 191.0), (948, 188.0), (948, 185.0), (948, 182.0), (948, 179.0), (948, 176.0), (948, 173.0), (948, 170.0), (948, 167.0), (948, 164.0), (948, 161.0), (948, 158.0), (948, 155.0), (948, 152.0), (948, 149.0), (948, 146.0), (948, 143.0), (948, 140.0), (948, 137.0), (948, 134.0), (948, 131.0), (948, 128.0), (948, 125.0), (948, 122.0), (948, 119.0), (948, 116.0), (948, 113.0), (948, 110.0), (948, 107.0), (948, 104.0), (948, 101.0), (948, 98.0), (948, 95.0), (948, 92.0), (948, 89.0), (948, 86.0), (948, 83.0), (948, 80.0), (948, 77.0), (948, 74.0)]"
1,20,260,2. Homme,3,4,1,7,7,6,6,2,4,Gagne,16,"[(720, 857.0), (717, 857.0), (714, 857.0), (711, 857.0), (708, 857.0), (705, 857.0), (702, 857.0), (699, 857.0), (696, 857.0), (693, 857.0), (690, 857.0), (687, 857.0), (684, 857.0), (681, 857.0), (678, 857.0), (675, 857.0), (672, 857.0), (669, 857.0), (666, 857.0), (663, 857.0), (660, 857.0), (657, 857.0), (654, 857.0), (651, 857.0), (648, 857.0), (645, 857.0), (642, 857.0), (639, 857.0), (636, 857.0), (633, 857.0), (630, 857.0), (627, 857.0), (624, 857.0), (621, 857.0), (618, 857.0), (615, 857.0), (612, 857.0), (609, 857.0), (606, 857.0), (603, 857.0), (600, 857.0), (597, 857.0), (594, 857.0), (591, 857.0), (588, 857.0), (585, 857.0), (582, 857.0), (579, 857.0), (576, 857.0), (573, 857.0), (570, 857.0), (567, 857.0), (564, 857.0), (561, 857.0), (558, 857.0), (555, 857.0), (552, 857.0), (549, 857.0), (546, 857.0), (543, 857.0), (540, 857.0), (537, 857.0), (534, 857.0), (531, 857.0), (528, 857.0), (525, 857.0), (522, 857.0), (519, 857.0), (516, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 857.0), (513, 854.0), (513, 851.0), (513, 848.0), (513, 845.0), (513, 842.0), (513, 839.0), (513, 836.0), (513, 833.0), (513, 830.0), (513, 827.0), (513, 824.0), (513, 821.0), (513, 818.0), (513, 815.0), (513, 812.0), (513, 809.0), (513, 806.0), (513, 803.0), (513, 800.0), (513, 797.0), (513, 794.0), (513, 791.0), (513, 788.0), (513, 785.0), (513, 782.0), (513, 779.0), (513, 776.0), (513, 773.0), (513, 770.0), (513, 767.0), (513, 764.0), (513, 761.0), (513, 758.0), (513, 755.0), (513, 752.0), (513, 749.0), (513, 746.0), (513, 743.0), (513, 740.0), (513, 737.0), (513, 734.0), (513, 731.0), (513, 728.0), (513, 725.0), (513, 722.0), (513, 719.0), (513, 716.0), (513, 713.0), (513, 710.0), (513, 707.0), (513, 704.0), (513, 701.0), (513, 698.0), (513, 695.0), (513, 692.0), (513, 689.0), (513, 686.0), (513, 683.0), (513, 680.0), (513, 677.0), (513, 674.0), (513, 671.0), (513, 668.0), (513, 665.0), (513, 662.0), (513, 659.0), (513, 656.0), (513, 653.0), (513, 650.0), (513, 647.0), (513, 644.0), (513, 641.0), (513, 638.0), (513, 635.0), (513, 632.0), (513, 629.0), (513, 626.0), (513, 623.0), (513, 620.0), (513, 617.0), (513, 614.0), (513, 611.0), (513, 608.0), (513, 605.0), (513, 602.0), (513, 599.0), (513, 596.0), (513, 593.0), (513, 590.0), (513, 587.0), (513, 584.0), (513, 581.0), (513, 578.0), (513, 575.0), (513, 572.0), (513, 569.0), (513, 566.0), (513, 563.0), (513, 560.0), (513, 557.0), (513, 554.0), (513, 551.0), (513, 548.0), (513, 545.0), (513, 542.0), (513, 539.0), (513, 536.0), (513, 533.0), (513, 530.0), (513, 527.0), (513, 524.0), (513, 521.0), (513, 518.0), (513, 515.0), (513, 512.0), (513, 509.0), (513, 506.0), (513, 503.0), (513, 500.0), (513, 497.0), (513, 494.0), (513, 491.0), (513, 488.0), (513, 485.0), (513, 482.0), (513, 479.0), (513, 476.0), (513, 473.0), (513, 470.0), (513, 467.0), (513, 464.0), (513, 461.0), (513, 458.0), (513, 455.0), (513, 452.0), (513, 449.0), (513, 446.0), (513, 443.0), (513, 440.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (513, 437.0), (516, 437.0), (519, 437.0), (522, 437.0), (525, 437.0), (528, 437.0), (531, 437.0), (534, 437.0), (537, 437.0), (540, 437.0), (543, 437.0), (546, 437.0), (549, 437.0), (552, 437.0), (555, 437.0), (558, 437.0), (561, 437.0), (564, 437.0), (567, 437.0), (570, 437.0), (573, 437.0), (576, 437.0), (579, 437.0), (582, 437.0), (585, 437.0), (588, 437.0), (591, 437.0), (594, 437.0), (597, 437.0), (600, 437.0), (603, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (606, 437.0), (609, 437.0), (612, 437.0), (615, 437.0), (618, 437.0), (621, 437.0), (624, 437.0), (627, 437.0), (630, 437.0), (633, 437.0), (636, 437.0), (639, 437.0), (642, 437.0), (645, 437.0), (648, 437.0), (651, 437.0), (654, 437.0), (657, 437.0), (660, 437.0), (663, 437.0), (666, 437.0), (669, 437.0), (672, 437.0), (675, 437.0), (678, 437.0), (681, 437.0), (684, 437.0), (687, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 437.0), (690, 434.0), (690, 431.0), (690, 428.0), (690, 425.0), (690, 422.0), (690, 419.0), (690, 416.0), (690, 413.0), (690, 410.0), (690, 407.0), (690, 404.0), (690, 401.0), (690, 398.0), (690, 395.0), (690, 392.0), (690, 389.0), (690, 386.0), (690, 383.0), (690, 380.0), (690, 377.0), (690, 374.0), (690, 371.0), (690, 368.0), (690, 365.0), (690, 362.0), (690, 359.0), (690, 356.0), (690, 353.0), (690, 350.0), (690, 347.0), (690, 344.0), (690, 341.0), (690, 338.0), (690, 335.0), (690, 332.0), (690, 329.0), (690, 326.0), (690, 323.0), (690, 320.0), (690, 317.0), (690, 314.0), (690, 311.0), (690, 308.0), (690, 305.0), (690, 302.0), (690, 299.0), (690, 296.0), (690, 293.0), (690, 290.0), (690, 287.0), (690, 284.0), (690, 281.0), (690, 278.0), (690, 275.0), (690, 272.0), (690, 269.0), (690, 266.0), (690, 263.0), (690, 260.0), (690, 257.0), (690, 254.0), (690, 251.0), (690, 248.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (690, 245.0), (687, 245.0), (684, 245.0), (681, 245.0), (678, 245.0), (675, 245.0), (672, 245.0), (669, 245.0), (666, 245.0), (663, 245.0), (660, 245.0), (657, 245.0), (654, 245.0), (651, 245.0), (648, 245.0), (645, 245.0), (642, 245.0), (639, 245.0), (636, 245.0), (633, 245.0), (630, 245.0), (627, 245.0), (624, 245.0), (621, 245.0), (618, 245.0), (615, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 245.0), (612, 242.0), (612, 239.0), (612, 236.0), (612, 233.0), (612, 230.0), (612, 227.0), (612, 224.0), (612, 221.0), (612, 218.0), (612, 215.0), (612, 212.0), (612, 209.0), (612, 206.0), (612, 203.0), (612, 200.0), (612, 197.0), (612, 194.0), (612, 191.0), (612, 188.0), (612, 185.0), (612, 182.0), (612, 179.0), (612, 176.0), (612, 173.0), (612, 170.0), (612, 167.0), (612, 164.0), (612, 161.0), (612, 158.0), (612, 155.0), (612, 152.0), (612, 149.0), (612, 146.0), (612, 143.0), (612, 140.0), (612, 137.0), (612, 134.0), (612, 131.0), (612, 128.0), (612, 125.0), (612, 122.0), (612, 119.0), (612, 116.0), (612, 113.0), (612, 110.0), (612, 107.0), (612, 104.0), (612, 101.0), (612, 98.0), (612, 95.0), (612, 92.0), (612, 89.0), (612, 86.0), (612, 83.0), (612, 80.0), (612, 77.0), (612, 74.0)]"
